holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,month,temp_c,hour,day_of_week,is_weekend,hour_sin,hour_cos,temp_c_scaled,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,is_precipitation,total_precipitation,is_overcast,is_clear,is_severe_weather,temp_c_zscore,traffic_volume_zscore,temp_c_minmax,traffic_volume_minmax,congestion_category
Nan,278.62,0.0,0.0,1,Clear,sky is clear,2012-10-03 05:00:00,2718,10,5.47,5,2,0,0.9659258262890683,0.25881904510252074,0.8985712903537911,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-0.1937963050786728,-0.27258708898955725,0.8985712903537911,0.37335164835164836,Medium
Nan,278.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 06:00:00,5673,10,5.08,6,2,0,1.0,6.123233995736766e-17,0.8973135098526138,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-0.22303444994830326,1.2146135752994698,0.8973135098526138,0.7792582417582418,High
Nan,278.12,0.0,0.0,1,Clear,sky is clear,2012-10-03 08:00:00,6511,10,4.97,8,2,0,0.8660254037844387,-0.4999999999999998,0.8969587512497178,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-0.2312811061935837,1.6363645589455627,0.8969587512497178,0.8943681318681319,High
Nan,282.48,0.0,0.0,1,Clear,sky is clear,2012-10-03 09:00:00,5471,10,9.33,9,2,0,0.7071067811865476,-0.7071067811865475,0.9110200922372367,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.09558635952843927,1.1129504503632994,0.9110200922372367,0.751510989010989,High
Nan,291.97,0.0,0.0,1,Clear,sky is clear,2012-10-03 12:00:00,5097,10,18.82,12,2,0,1.2246467991473532e-16,-1.0,0.9416260844325474,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.807047884689448,0.9247226843923702,0.9416260844325474,0.7001373626373626,High
Nan,293.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 13:00:00,4887,10,20.08,13,2,0,-0.2588190451025208,-0.9659258262890683,0.945689682974812,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.9015095834990232,0.8190332970824901,0.945689682974812,0.6712912087912087,High
Nan,294.31,0.0,0.0,1,Clear,sky is clear,2012-10-03 14:00:00,5337,10,21.16,14,2,0,-0.4999999999999997,-0.8660254037844388,0.9491727674396104,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.9824767539072309,1.0455105556036617,0.9491727674396104,0.7331043956043956,High
Nan,295.17,0.0,0.0,1,Clear,sky is clear,2012-10-03 15:00:00,5692,10,22.02,15,2,0,-0.7071067811865471,-0.7071067811865479,0.9519463346986163,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1.0469506118248775,1.2241759484370305,0.9519463346986163,0.7818681318681319,High
Nan,295.13,0.0,0.0,1,Clear,sky is clear,2012-10-03 16:00:00,6137,10,21.98,16,2,0,-0.8660254037844385,-0.5000000000000004,0.9518173315702906,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1.0439518277356847,1.4481367929746334,0.9518173315702906,0.8429945054945055,High
Nan,293.66,0.0,0.0,20,Clouds,few clouds,2012-10-03 18:00:00,4623,10,20.51,18,2,0,-1.0,-1.8369701987210297e-16,0.9470764666043151,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.9337465124578468,0.6861666387500693,0.9470764666043151,0.6350274725274725,High
Nan,290.65,0.0,0.0,20,Clouds,few clouds,2012-10-03 19:00:00,3591,10,17.5,19,2,0,-0.9659258262890684,0.2588190451025203,0.937368981197794,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.7080880097460832,0.1667787925415157,0.937368981197794,0.4932692307692308,Medium
Nan,288.19,0.0,0.0,20,Clouds,few clouds,2012-10-03 20:00:00,2898,10,15.04,20,2,0,-0.8660254037844386,0.5000000000000001,0.9294352888057535,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.5236627882607215,-0.1819961855810886,0.9294352888057535,0.39807692307692305,Medium
Nan,287.1,0.0,0.0,1,Clear,sky is clear,2012-10-03 21:00:00,2637,10,13.95,21,2,0,-0.7071067811865477,0.7071067811865474,0.9259199535588737,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.4419459218302158,-0.31335299552336815,0.9259199535588737,0.3622252747252747,Medium
Nan,286.25,0.0,0.0,1,Clear,sky is clear,2012-10-03 22:00:00,1777,10,13.1,22,2,0,-0.5000000000000004,0.8660254037844384,0.9231786370819492,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.37822175993486734,-0.7461762006971628,0.9231786370819492,0.2440934065934066,Low
Nan,285.26,0.0,0.0,1,Clear,sky is clear,2012-10-03 23:00:00,1015,10,12.11,23,2,0,-0.25881904510252157,0.9659258262890681,0.9199858096558842,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.3040018537273438,-1.1296776917930134,0.9199858096558842,0.13942307692307693,Low
Nan,284.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 00:00:00,598,10,11.4,0,3,0,0.0,1.0,0.9176960041280999,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.25077343614417036,-1.3395466180226325,0.9176960041280999,0.08214285714285714,Low
Nan,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-04 01:00:00,369,10,10.32,1,3,0,0.25881904510252074,0.9659258262890683,0.9142129196633018,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.16980626573596286,-1.454798378470073,0.9142129196633018,0.05068681318681319,Low
Nan,283.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 02:00:00,312,10,10.02,2,3,0,0.49999999999999994,0.8660254037844387,0.9132453962008578,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.14731538506701627,-1.483485497882755,0.9132453962008578,0.04285714285714286,Low
Nan,282.04,0.0,0.0,1,Clear,sky is clear,2012-10-04 03:00:00,367,10,8.89,3,3,0,0.7071067811865476,0.7071067811865476,0.9096010578256521,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.06259973454731774,-1.4558049440635006,0.9096010578256521,0.05041208791208791,Low
Nan,281.69,0.0,0.0,1,Clear,sky is clear,2012-10-04 04:00:00,835,10,8.54,4,3,0,0.8660254037844386,0.5000000000000001,0.908472280452801,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.036360373766880005,-1.220268595201482,0.908472280452801,0.11469780219780219,Low
Nan,281.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 05:00:00,2726,10,8.17,5,3,0,0.9659258262890683,0.25881904510252074,0.9072790015157868,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.008621620941846007,-0.2685608266158475,0.9072790015157868,0.37445054945054945,Medium
Nan,280.74,0.0,0.0,1,Clear,sky is clear,2012-10-04 06:00:00,5689,10,7.59,6,3,0,1.0,6.123233995736766e-17,0.9054084561550616,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-0.03486074835145063,1.2226661000468892,0.9054084561550616,0.781456043956044,High
Nan,280.57,0.0,0.0,1,Clear,sky is clear,2012-10-04 07:00:00,6990,10,7.42,7,3,0,0.9659258262890683,-0.25881904510252063,0.9048601928596769,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-0.047605580730520326,1.8774370185714322,0.9048601928596769,0.9601648351648352,High
Nan,281.86,0.0,0.0,1,Clear,sky is clear,2012-10-04 08:00:00,5985,10,8.71,8,3,0,0.8660254037844387,-0.4999999999999998,0.9090205437481857,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.049105206145949834,1.3716378078741487,0.9090205437481857,0.8221153846153846,High
Nan,284.98,0.0,0.0,1,Clear,sky is clear,2012-10-04 09:00:00,5309,10,11.83,9,3,0,0.7071067811865476,-0.7071067811865475,0.919082787757603,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.2830103651029937,1.0314186372956777,0.919082787757603,0.7292582417582417,High
Nan,289.18,0.0,0.0,1,Clear,sky is clear,2012-10-04 10:00:00,4603,10,16.03,10,3,0,0.49999999999999994,-0.8660254037844387,0.9326281162318185,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.5978826944682453,0.676100982815795,0.9326281162318185,0.6322802197802198,High
Nan,291.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 11:00:00,4884,10,18.4,11,3,0,0.258819045102521,-0.9659258262890682,0.9402715515851258,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.7755606517529227,0.8175234486923488,0.9402715515851258,0.6708791208791208,High
Nan,294.97,0.0,0.0,1,Clear,sky is clear,2012-10-04 12:00:00,5104,10,21.82,12,3,0,1.2246467991473532e-16,-1.0,0.951301319056987,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1.0319566913789133,0.9282456639693661,0.951301319056987,0.701098901098901,High
Nan,296.38,0.0,0.0,1,Clear,sky is clear,2012-10-04 13:00:00,5178,10,23.23,13,3,0,-0.2588190451025208,-0.9659258262890683,0.9558486793304738,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1.137663830522962,0.965488590926181,0.9558486793304738,0.7112637362637363,High
Nan,297.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 14:00:00,5501,10,24.17,14,3,0,-0.4999999999999997,-0.8660254037844388,0.9588802528461315,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1.2081352566189945,1.1280489342647109,0.9588802528461315,0.7556318681318681,High
Nan,298.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 15:00:00,5713,10,25.02,15,3,0,-0.7071067811865471,-0.7071067811865479,0.961621569323056,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1.271859418514343,1.2347448871680184,0.961621569323056,0.7847527472527472,High
Nan,298.06,0.0,0.0,20,Clouds,few clouds,2012-10-04 16:00:00,6292,10,24.91,16,3,0,-0.8660254037844385,-0.5000000000000004,0.96126681072016,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1.2636127622690627,1.5261456264652593,0.96126681072016,0.8642857142857143,High
Nan,297.67,0.0,0.0,20,Clouds,few clouds,2012-10-04 17:00:00,6057,10,24.52,17,3,0,-0.9659258262890683,-0.25881904510252063,0.9600090302189827,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1.234374617399432,1.4078741692375363,0.9600090302189827,0.8320054945054945,High
Nan,296.36,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 18:00:00,4907,10,23.21,18,3,0,-1.0,-1.8369701987210297e-16,0.9557841777663107,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1.1361644384783656,0.8290989530167643,0.9557841777663107,0.6740384615384616,High
Nan,293.85,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 19:00:00,3503,10,20.7,19,3,0,-0.9659258262890684,0.2588190451025203,0.9476892314638629,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.9479907368815128,0.12248990643070881,0.9476892314638629,0.4811813186813187,Medium
Nan,292.43,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 20:00:00,3037,10,19.28,20,3,0,-0.8660254037844386,0.5000000000000001,0.9431096204082947,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.8415339017151661,-0.11203987683788225,0.9431096204082947,0.4171703296703297,Medium
Nan,291.77,0.0,0.0,75,Clouds,broken clouds,2012-10-04 21:00:00,2822,10,18.62,21,3,0,-0.7071067811865477,0.7071067811865474,0.9409810687909181,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.7920539642434836,-0.22024567813133092,0.9409810687909181,0.38763736263736265,Medium
Nan,291.36,0.0,0.0,75,Clouds,broken clouds,2012-10-04 22:00:00,1992,10,18.21,22,3,0,-0.5000000000000004,0.8660254037844384,0.939658786725578,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.7613164273292568,-0.6379703994037141,0.939658786725578,0.27362637362637365,Low
Nan,291.12,0.0,0.0,75,Clouds,broken clouds,2012-10-04 23:00:00,1166,10,17.97,23,3,0,-0.25881904510252157,0.9659258262890681,0.9388847679556229,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.7433237227940993,-1.0536819894892426,0.9388847679556229,0.16016483516483518,Low
Nan,290.63,0.0,0.0,75,Clouds,broken clouds,2012-10-05 00:00:00,627,10,17.48,0,4,0,0.0,1.0,0.9373044796336312,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.7065886177014867,-1.3249514169179348,0.9373044796336312,0.08612637362637363,Low
Nan,290.46,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 01:00:00,388,10,17.31,1,4,0,0.25881904510252074,0.9659258262890683,0.9367562163382461,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.693843785322417,-1.4452360053325126,0.9367562163382461,0.053296703296703295,Low
Nan,289.26,0.0,0.0,0,Clear,sky is clear,2012-10-05 03:00:00,368,10,16.11,3,4,0,0.7071067811865476,0.7071067811865476,0.9328861224884704,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.6038802626466309,-1.4553016612667868,0.9328861224884704,0.05054945054945055,Low
Nan,283.21,0.0,0.0,75,Clouds,broken clouds,2012-10-05 05:00:00,2489,10,10.06,5,4,0,0.9659258262890683,0.25881904510252074,0.9133743993291837,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.1503141691562092,-0.3878388494369979,0.9133743993291837,0.3418956043956044,Medium
Nan,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 06:00:00,5537,10,9.09,6,4,0,1.0,6.123233995736766e-17,0.9102460734672815,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0.07759365499328204,1.1461671149464046,0.9102460734672815,0.760576923076923,High
Nan,281.69,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 07:00:00,6628,10,8.54,7,4,0,0.9659258262890683,-0.25881904510252063,0.908472280452801,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0.036360373766880005,1.6952486461610674,0.908472280452801,0.9104395604395604,High
Nan,280.57,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 08:00:00,5534,10,7.42,8,4,0,0.8660254037844387,-0.4999999999999998,0.9048601928596769,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,-0.047605580730520326,1.1446572665562635,0.9048601928596769,0.7601648351648351,High
Nan,280.02,0.0,0.0,75,Clouds,broken clouds,2012-10-05 09:00:00,5403,10,6.87,9,4,0,0.7071067811865476,-0.7071067811865475,0.9030863998451962,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-0.08883886195692228,1.0787272201867668,0.9030863998451962,0.7421703296703297,High
Nan,280.11,0.0,0.0,75,Clouds,broken clouds,2012-10-05 10:00:00,4770,10,6.96,10,4,0,0.49999999999999994,-0.8660254037844387,0.9033766568839293,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-0.08209159775623834,0.7601492098669854,0.9033766568839293,0.6552197802197802,High
Nan,280.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 11:00:00,5217,10,6.85,11,4,0,0.258819045102521,-0.9659258262890682,0.9030218982810333,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,-0.09033825400151875,0.9851166199980159,0.9030218982810333,0.7166208791208791,High
Nan,280.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 12:00:00,5870,10,7.38,12,4,0,1.2246467991473532e-16,-1.0,0.9047311897313509,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,-0.0506043648197132,1.3137602862520716,0.9047311897313509,0.8063186813186813,High
Nan,281.43,0.0,0.0,75,Clouds,broken clouds,2012-10-05 13:00:00,5967,10,8.28,13,4,0,-0.2588190451025208,-0.9659258262890683,0.9076337601186827,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.01686827718712636,1.362578717533302,0.9076337601186827,0.8196428571428571,High
Nan,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 14:00:00,6108,10,8.63,14,4,0,-0.4999999999999997,-0.8660254037844388,0.9087625374915341,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0.04310763796756409,1.4335415918699357,0.9087625374915341,0.839010989010989,High
Nan,281.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 15:00:00,6128,10,8.76,15,4,0,-0.7071067811865471,-0.7071067811865479,0.9091817976585931,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0.05285368625744084,1.44360724780421,0.9091817976585931,0.8417582417582418,High
Nan,281.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 16:00:00,6069,10,8.58,16,4,0,-0.8660254037844385,-0.5000000000000004,0.9086012835811267,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0.03935915785607295,1.4139135627981008,0.9086012835811267,0.8336538461538462,High
Nan,281.42,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 17:00:00,6169,10,8.27,17,4,0,-0.9659258262890683,-0.25881904510252063,0.9076015093366013,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0.016118581164828158,1.4642418424694723,0.9076015093366013,0.8473901098901099,High
Nan,280.87,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 18:00:00,5384,10,7.72,18,4,0,-1.0,-1.8369701987210297e-16,0.9058277163221209,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,-0.025114700061573805,1.0691648470492063,0.9058277163221209,0.7395604395604396,High
Nan,280.15,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 19:00:00,4063,10,7.0,19,4,0,-0.9659258262890684,0.2588190451025203,0.9035056600122553,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,-0.07909281366704546,0.40432827259038906,0.9035056600122553,0.5581043956043956,Medium
Nan,279.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 20:00:00,3364,10,6.63,20,4,0,-0.8660254037844386,0.5000000000000001,0.902312381075241,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,-0.10683156649207953,0.052533597687502466,0.902312381075241,0.4620879120879121,Medium
Nan,279.65,0.0,0.0,75,Clouds,broken clouds,2012-10-05 21:00:00,2971,10,6.5,21,4,0,-0.7071067811865477,0.7071067811865474,0.901893120908182,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-0.11657761478195636,-0.14525654142098743,0.901893120908182,0.4081043956043956,Medium
Nan,279.22,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 22:00:00,2450,10,6.07,22,4,0,-0.5000000000000004,0.8660254037844384,0.9005063372786789,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-0.14881454374077968,-0.4074668785088328,0.9005063372786789,0.33653846153846156,Medium
Nan,279.06,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 23:00:00,1832,10,5.91,23,4,0,-0.25881904510252157,0.9659258262890681,0.8999903247653755,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-0.1608096800975512,-0.7184956468779085,0.8999903247653755,0.25164835164835164,Low
Nan,278.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 00:00:00,1231,10,5.66,0,5,1,0.0,1.0,0.899184055213339,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,-0.17955208065500664,-1.020968607702851,0.899184055213339,0.1690934065934066,Low
Nan,278.55,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 01:00:00,718,10,5.4,1,5,1,0.25881904510252074,0.9659258262890683,0.8983455348792206,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,-0.19904417723476028,-1.2791526824169868,0.8983455348792206,0.09862637362637362,Low
Nan,278.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 02:00:00,545,10,5.44,2,5,1,0.49999999999999994,0.8660254037844387,0.8984745380075466,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,-0.1960453931455674,-1.3662206062484594,0.8984745380075466,0.07486263736263736,Low
Nan,276.99,0.0,0.0,75,Clouds,broken clouds,2012-10-06 04:00:00,411,10,3.84,4,5,1,0.8660254037844386,0.5000000000000001,0.8933144128745121,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-0.3159967567132823,-1.4336605010080972,0.8933144128745121,0.05645604395604396,Low
Nan,276.35,0.0,0.0,20,Clouds,few clouds,2012-10-06 05:00:00,688,10,3.2,5,5,1,0.9659258262890683,0.25881904510252074,0.8912503628212983,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-0.3639773021403682,-1.2942511663183982,0.8912503628212983,0.0945054945054945,Low
